Text,Emotion
"The ambassador dithered so Benjamin stormed out , grasped a frightened servant and made him take us to where Clinton was sitting with the Lady Francesca in a small bower built against the chateau wall . ",fear
I found myself involved in a fight in which a person died and I had to intervene with some risk.,fear
The of slipping on ice and busting your lip open with your teeth. Ahhhhhh,fear
"I wanted to get in contact with a girl I loved, but I was afraid she would refuse me.",fear
Follow me on Twitter for official @OfficialPWG results and coverage,fear
"Not unexpectedly , the residents of Chiswick became alarmed at the prospect , but the acquisition proceeded of the properties on the proposed route . ",fear
Was nearly knocked down by a car.,fear
"&quot;A leader is a coach, not a judge.&quot;  #lean #systemsthinking #development #HR",fear
Small talk is a bi ,fear
 all Men.  the Brotherhood. God. #Honor the King ... Mannn this Word Gets Me Goin.. :),fear
" Yes , he was . I'm not imagining it.Finally , just when I got home , I turned around and looked at him.He was just standing there . He didn't smile . He just stood there . It was so obvious.What should I do ? I'm so scared . Can I call the police ? ",fear
@t_allen85 me too. I heard its like another ATL. We been wanting to relocate! ,fear
A night out watching airplanes! If only i cud enjoy getting on it as much as i enjoy watching it fly across the sky ,fear
"When, for example, my grandfather fell seriously ill. It was necessary for him to be operated and I felt great fear of losing him because he is so dear to me.",fear
I was on a trip to Phillipines during Summer and I was staying in a hotel.  The room I was staying in was very silent and had very dim lights.  The last night I felt frightened and lay awake - I could hear some sounds around me and dared not open my eyes - I waited for dawn.,fear
"I stayed alone in the dark at night in the mountain, waiting for my uncle.  I remember that I took a big stone and it calmed me.",fear
"When riding in a very fastly-driven car on a lose metal road at a very late hour - no other cars on road, and driver was taking corners very sharply. I felt afraid - because if an accident happened, the area was very isolated. Also, I feared for driver, after I was dropped off - would he make it home safely.",fear
Kendall-Hume turned back to face the dismayed couple . ,fear
The clothing section in my Target smells of death ,fear
@YesIamQuESt would it offend you if when I listen to otFailure (the song) I'm thinking about girls?,fear
“@BiancaEnne: and #faith have equivalent power. The first moves you backward and the second moves you forward. #Choose”,fear
Day 2 of my brother's stay in emergency.  #whatstheanswer #pleasadmithim,fear
When I was young I got lost on the street and the police found me after a day.,fear
"@DougSloan People, a majority according gallup nationwide, support legalizing marijuana, so why don't Dems? #racism #closemindedness",fear
@BrightonEd I'm also putting off getting an eye test as I know ill need glasses!  ,fear
"Journalists were asked by the manager to attend a midday conference at Celtic Park in the expectation that Brady would be commenting on his dismay over anonymous , directorial criticism of the team 's progress . ",fear
"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
Thank you you guys for all the support we will be playing at either 3 45 or 5 so come watch your favorite team ,fear
The sh*t has just hit the metaphorical fan   ,fear
" It's me , Ali . There's this strange guy who keeps coming around . He's been here three times this week . ",fear
"The answer I got was forgiveness, compassion and just keep being and being present and in the now.  not ",fear
"You know that scary realization you are not going to make it until your next paycheck? Yeah, that. Payday is a painful 13 days away. ",fear
I thhink its funny @ThatBoyDMcKee will call me bout the lakers but wont answer when we tryna hoop hmm ,fear
I felt it at the same time when I felt disgust.,fear
Feeling my usual  and tonight. Sleep? #fuckit,fear
@Cash_Cream @malcSF u dont wanna lose to MUSA is that what it is...scared money dont make no money...Cash,fear
"IMPRESSED just this side of awe as I am by the Department of Transport and its fearless tackling of such problems as juggernaut lorries and EEC regulations , I must nevertheless confess some disquiet about a recent plan . ",fear
" in the morning,  in the evening. It's been a good day.",fear
"eating bugs &amp; shitt , that made me throw up!Factor",fear
I was sleeping alone in the house at night. A boy putting on a short only knocked at the window whispering that I should open for him.,fear
Scared of heights... I don't think i can out the Christmas lights up ,fear
"No-one seemed concerned that the museums , the temples of culture and art , were subjected to such indignities . ",fear
The Drizzy Effect! This mixtape for me is probably the best project outta YMCMB.. alone is one hell of a track!,fear
"When my father suffered with dizziness. He had to be hospitalized, because the physician didn't know what was wrong. Because his stools were black, I thought it could be cancer.",fear
Mr Carruthers said that the vast majority of evidence was over but acknowledged he was concerned that Mr McTear would not be able to conclude his testimony . ,fear
 Why can't I call the police now ? He was definitely following me ! ,fear
Listening to parents in the playground and at more formal events such as parents ' evenings should alert staff to early stages of parental disquiet . ,fear
There was dismay in Belgrade . ,fear
Ok so and #loathing in #lasvegas kind of a morning. And it was awesome! Yesterday as well. Hopefully this #trip lasts into tomorrow!,fear
They simply could not understand why people in England were so worried . ,fear
@Holly0910 I hate the way you have no phone.... Call me when your up ,fear
Hard as hell to have when you are tapped into True Knowledge of Self &amp; are driven by the God within you.,fear
"@OMcGee82 I felt fine this morning, blatantly due to still being pissed, then my condition rapidly deteriorated.  ",fear
"The may be in the unknown, but the constant we carry with us into that unknown... is &quot;US&quot;! Be your biggest ally. #Believe",fear
Scripture is not just for the people serving in 'ministry'. It is for you to apply your heart right where you are. #confusion #control,fear
"Doris , I'm glad you're home . I'm terrified . I don't know what to do ! ",fear
"They stared at one another in dismay , the sad , small wickedness of their friends and neighbours strewn around their minds like dirty confetti from a party long past . ",fear
@HayleyDocherty haha I feel dreadful don't even feel alive ,fear
"He predicted ` deep dismay in Hong Kong , deepened only by the statement of the official Opposition . "" ",fear
With all I'm going thru mentally. The last thing I'm thinking 'bout is a Christmas list. &quot;If&quot;? I'll need a Miracle! #Faith4MyMom!!,fear
&quot;True courage is not the absence of fear - but the willingness to proceed in spite of it&quot; ~unknown   ,fear
Once I spent a night with a friend at the secondary school. We told each other horror stories and suddenly we heard uncanny noises. I was terribly frightened.,fear
"Lo ga takut untuk mencintai, yang lo takutin adalah tidak dicintai balik.  ",fear
"I worry, if I will receive tomorrow 2 points. It will affect study under the literature. ",fear
"@JulieCarney27 world of pain... But, got up,bought decorations &amp; a Christmas tree! I also got a bottle of vino to take the edge off! ",fear
Probably 4 or 5 RT @RaulityBites: attention  what time will everyone be getting in line for @OfficialPWG tomorrow?,fear
" Not a problem , sir . Please remember us in the future . ",fear
"@Sabahlalalala precisely, its all about changing the thought process ... ",fear
is a creative block to our body's natural flow of #instincts and #intuition that are often not cultivated in the Western mind.,fear
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
